O*NET-SOC Code,Title,Example
47-2051.00,Cement Masons and Concrete Finishers,Vibrating wet screeds
47-2051.00,Cement Masons and Concrete Finishers,Walk-behind concrete breakers
47-2051.00,Cement Masons and Concrete Finishers,Walk-behind concrete buggies
47-2051.00,Cement Masons and Concrete Finishers,Walk-behind laser screeds
47-2051.00,Cement Masons and Concrete Finishers,Walk-behind power trowels
47-2051.00,Cement Masons and Concrete Finishers,Water pumps
47-2051.00,Cement Masons and Concrete Finishers,Wet screeds
47-2051.00,Cement Masons and Concrete Finishers,Wheelbarrows
47-2051.00,Cement Masons and Concrete Finishers,Wood floats
47-2051.00,Cement Masons and Concrete Finishers,Wooden forms
47-2053.00,Terrazzo Workers and Finishers,Buffing machines
47-2053.00,Terrazzo Workers and Finishers,Claw hammers
47-2053.00,Terrazzo Workers and Finishers,Concrete floats
47-2053.00,Terrazzo Workers and Finishers,Desktop computers
47-2053.00,Terrazzo Workers and Finishers,Dust masks
47-2053.00,Terrazzo Workers and Finishers,Edgers
47-2053.00,Terrazzo Workers and Finishers,Floor sanders
47-2053.00,Terrazzo Workers and Finishers,Hand chisels
47-2053.00,Terrazzo Workers and Finishers,Hand screeds
47-2053.00,Terrazzo Workers and Finishers,Hand trowels
47-2053.00,Terrazzo Workers and Finishers,Handheld sprayers
47-2053.00,Terrazzo Workers and Finishers,Jointers
47-2053.00,Terrazzo Workers and Finishers,Locking C-clamps
47-2053.00,Terrazzo Workers and Finishers,Metal shears
47-2053.00,Terrazzo Workers and Finishers,Notebook computers
47-2053.00,Terrazzo Workers and Finishers,Pneumatic chisels
47-2053.00,Terrazzo Workers and Finishers,Polishing machines
47-2053.00,Terrazzo Workers and Finishers,Portable hand grinders
47-2053.00,Terrazzo Workers and Finishers,Portable mortar mixers
47-2053.00,Terrazzo Workers and Finishers,Power drills
47-2053.00,Terrazzo Workers and Finishers,Power grinders
47-2053.00,Terrazzo Workers and Finishers,Power saws
47-2053.00,Terrazzo Workers and Finishers,Power screeds
47-2053.00,Terrazzo Workers and Finishers,Power trowels
47-2053.00,Terrazzo Workers and Finishers,Power washers
47-2053.00,Terrazzo Workers and Finishers,Putty knives
47-2053.00,Terrazzo Workers and Finishers,Rake jointers
47-2053.00,Terrazzo Workers and Finishers,Safety goggles
47-2053.00,Terrazzo Workers and Finishers,Shovels
47-2053.00,Terrazzo Workers and Finishers,Straightedges
47-2053.00,Terrazzo Workers and Finishers,Surfacing machines
47-2053.00,Terrazzo Workers and Finishers,Wire brushes
47-2061.00,Construction Laborers,Adjustable widemouth pliers
47-2061.00,Construction Laborers,Adjustable wrenches
47-2061.00,Construction Laborers,Air compressors
47-2061.00,Construction Laborers,Air drills
47-2061.00,Construction Laborers,Air monitoring equipment
47-2061.00,Construction Laborers,Asphalt kettles
47-2061.00,Construction Laborers,Asphalt mops
47-2061.00,Construction Laborers,Asphalt saws
47-2061.00,Construction Laborers,Axes
47-2061.00,Construction Laborers,Bale hooks
47-2061.00,Construction Laborers,Bandsaws
47-2061.00,Construction Laborers,Belt conveyors
47-2061.00,Construction Laborers,Bench grinders
47-2061.00,Construction Laborers,Bosun chairs
47-2061.00,Construction Laborers,Brick carrier forks
47-2061.00,Construction Laborers,Brick hammers
47-2061.00,Construction Laborers,Brick tongs
47-2061.00,Construction Laborers,Cable pullers
47-2061.00,Construction Laborers,Calipers
47-2061.00,Construction Laborers,Carpenters' levels
47-2061.00,Construction Laborers,Carpenters' squares
47-2061.00,Construction Laborers,Caulking guns
47-2061.00,Construction Laborers,Chain saws
47-2061.00,Construction Laborers,Chip spreaders
47-2061.00,Construction Laborers,Chipping guns
47-2061.00,Construction Laborers,Circular saws
47-2061.00,Construction Laborers,Cold chisels
47-2061.00,Construction Laborers,Concrete mixers
47-2061.00,Construction Laborers,Concrete pumpers
47-2061.00,Construction Laborers,Concrete saws
47-2061.00,Construction Laborers,Coring machines
47-2061.00,Construction Laborers,Crawler shovels
47-2061.00,Construction Laborers,Crowbars
47-2061.00,Construction Laborers,Cutoff saws
47-2061.00,Construction Laborers,Cutout saws
47-2061.00,Construction Laborers,Demolition saws
47-2061.00,Construction Laborers,Disc grinders
47-2061.00,Construction Laborers,Drill presses
47-2061.00,Construction Laborers,Dump trucks
47-2061.00,Construction Laborers,Dynamite blasters
47-2061.00,Construction Laborers,Earth tampers
47-2061.00,Construction Laborers,Electric boring machines
47-2061.00,Construction Laborers,Electric drills
47-2061.00,Construction Laborers,Fall arrest systems
47-2061.00,Construction Laborers,Fencing pliers
47-2061.00,Construction Laborers,Floats
47-2061.00,Construction Laborers,Floor sanders
47-2061.00,Construction Laborers,Floor saws
47-2061.00,Construction Laborers,Forklifts
47-2061.00,Construction Laborers,Forks
47-2061.00,Construction Laborers,Gas leak detection devices
47-2061.00,Construction Laborers,Generators
47-2061.00,Construction Laborers,Gin poles
47-2061.00,Construction Laborers,Guniting machines
47-2061.00,Construction Laborers,Hammer drills
47-2061.00,Construction Laborers,Hammers
47-2061.00,Construction Laborers,Hand grinders
47-2061.00,Construction Laborers,Hand trucks
47-2061.00,Construction Laborers,Hoists
47-2061.00,Construction Laborers,Hole cutters
47-2061.00,Construction Laborers,Hydraulic booms
47-2061.00,Construction Laborers,Hydraulic boring machines
47-2061.00,Construction Laborers,Hydraulic chainsaws
47-2061.00,Construction Laborers,Hydraulic rock drills
47-2061.00,Construction Laborers,Hydraulic speed shoring equipment
47-2061.00,Construction Laborers,Hydraulic track-guided wall saws
47-2061.00,Construction Laborers,Impact hammers
47-2061.00,Construction Laborers,Impact wrenches
47-2061.00,Construction Laborers,Jackhammers
47-2061.00,Construction Laborers,Jet trucks for cleaning sewer lines
47-2061.00,Construction Laborers,Jig saws
47-2061.00,Construction Laborers,Kerosene burners
47-2061.00,Construction Laborers,Ladders
47-2061.00,Construction Laborers,Laser guidance equipment for pipe placement
47-2061.00,Construction Laborers,Laser levels
47-2061.00,Construction Laborers,Laser measuring devices
47-2061.00,Construction Laborers,Laser screeds
47-2061.00,Construction Laborers,Levels
47-2061.00,Construction Laborers,Liquid propane torches
47-2061.00,Construction Laborers,Loaders
47-2061.00,Construction Laborers,Manlifts
47-2061.00,Construction Laborers,Masonry forklifts
47-2061.00,Construction Laborers,Mattocks
47-2061.00,Construction Laborers,Measuring wheels
47-2061.00,Construction Laborers,Micrometers
47-2061.00,Construction Laborers,Mortar hoes
47-2061.00,Construction Laborers,Mortar mixers
47-2061.00,Construction Laborers,Motor graders
47-2061.00,Construction Laborers,Mowing equipment
47-2061.00,Construction Laborers,Mud jacks
47-2061.00,Construction Laborers,Nail guns
47-2061.00,Construction Laborers,Oil distributors
47-2061.00,Construction Laborers,Oxygen/acetylene torches
47-2061.00,Construction Laborers,Paddle mixers
47-2061.00,Construction Laborers,Paint sprayers
47-2061.00,Construction Laborers,Pavement breakers
47-2061.00,Construction Laborers,Pedestal grinders
47-2061.00,Construction Laborers,Picks
47-2061.00,Construction Laborers,Pickup trucks
47-2061.00,Construction Laborers,Plasma cutters
47-2061.00,Construction Laborers,Plaster mixers
47-2061.00,Construction Laborers,Plumb bobs
47-2061.00,Construction Laborers,Pneumatic drills
47-2061.00,Construction Laborers,Pneumatic staplers
47-2061.00,Construction Laborers,Post hole augers
47-2061.00,Construction Laborers,Power buggies
47-2061.00,Construction Laborers,Power drills
47-2061.00,Construction Laborers,Power sanders
47-2061.00,Construction Laborers,Power screwdrivers
47-2061.00,Construction Laborers,Pressure washers
47-2061.00,Construction Laborers,Protective suits
47-2061.00,Construction Laborers,Punches
47-2061.00,Construction Laborers,Rakes
47-2061.00,Construction Laborers,Reciprocating saws
47-2061.00,Construction Laborers,Remote pipe cameras
47-2061.00,Construction Laborers,Respirators
47-2061.00,Construction Laborers,Ride-on vacuum cleaners
47-2061.00,Construction Laborers,Road rollers
47-2061.00,Construction Laborers,Robotic pipe cleaners
47-2061.00,Construction Laborers,Robotic pipe cutters
47-2061.00,Construction Laborers,Rotary hammers
47-2061.00,Construction Laborers,Rough terrain forklifts
47-2061.00,Construction Laborers,Saber saws
47-2061.00,Construction Laborers,Salamanders
47-2061.00,Construction Laborers,Sandblasters
47-2061.00,Construction Laborers,Saws
47-2061.00,Construction Laborers,Scaffolding
47-2061.00,Construction Laborers,Scarifiers
47-2061.00,Construction Laborers,Scissor lifts
47-2061.00,Construction Laborers,Screeds
47-2061.00,Construction Laborers,Screwdrivers
47-2061.00,Construction Laborers,Sewer cleaner vactors
47-2061.00,Construction Laborers,Sewer rodding machines
47-2061.00,Construction Laborers,Shielded arc welding tools
47-2061.00,Construction Laborers,Shovels
47-2061.00,Construction Laborers,Sidewalk sweepers
47-2061.00,Construction Laborers,Skid steer loaders
47-2061.00,Construction Laborers,Slings
47-2061.00,Construction Laborers,Smoke testers
47-2061.00,Construction Laborers,Smudge pots
47-2061.00,Construction Laborers,Snowplows
47-2061.00,Construction Laborers,Spades
47-2061.00,Construction Laborers,Spirit levels
47-2061.00,Construction Laborers,Steam cleaning equipment
47-2061.00,Construction Laborers,Steam jennies
47-2061.00,Construction Laborers,Stucco spray guns
47-2061.00,Construction Laborers,Stump cutters
47-2061.00,Construction Laborers,Suction sweepers
47-2061.00,Construction Laborers,Surveying rods
47-2061.00,Construction Laborers,Swing chairs
47-2061.00,Construction Laborers,Swing stages
47-2061.00,Construction Laborers,Tampers
47-2061.00,Construction Laborers,Tape measures
47-2061.00,Construction Laborers,Tappers
47-2061.00,Construction Laborers,Temperature probes
47-2061.00,Construction Laborers,Theodolites
47-2061.00,Construction Laborers,Torches
47-2061.00,Construction Laborers,Transit levels
47-2061.00,Construction Laborers,Trenchers
47-2061.00,Construction Laborers,Tripods
47-2061.00,Construction Laborers,Trowels
47-2061.00,Construction Laborers,Tuck pointers
47-2061.00,Construction Laborers,Two way radios
47-2061.00,Construction Laborers,Vibratory plate compactors
47-2061.00,Construction Laborers,Wagon drills
47-2061.00,Construction Laborers,Walk-behind compacting equipment
47-2061.00,Construction Laborers,Walk-behind saws
47-2061.00,Construction Laborers,Water levels
47-2061.00,Construction Laborers,Water samplers
47-2061.00,Construction Laborers,Water spraying equipment
47-2061.00,Construction Laborers,Water tank trucks
47-2061.00,Construction Laborers,Weed sprayers
47-2061.00,Construction Laborers,Welding hoods
47-2061.00,Construction Laborers,Winches
47-2061.00,Construction Laborers,Wire stretchers
47-2071.00,"Paving, Surfacing, and Tamping Equipment Operators",Adjustable wrenches
47-2071.00,"Paving, Surfacing, and Tamping Equipment Operators",Asphalt distributor trucks
47-2071.00,"Paving, Surfacing, and Tamping Equipment Operators",Asphalt heating equipment
47-2071.00,"Paving, Surfacing, and Tamping Equipment Operators",Asphalt mixing equipment
47-2071.00,"Paving, Surfacing, and Tamping Equipment Operators",Asphalt paving machines
47-2071.00,"Paving, Surfacing, and Tamping Equipment Operators",Asphalt rakes
47-2071.00,"Paving, Surfacing, and Tamping Equipment Operators",Automatic paving control systems
47-2071.00,"Paving, Surfacing, and Tamping Equipment Operators",Chip spreaders
47-2071.00,"Paving, Surfacing, and Tamping Equipment Operators",Claw hammers
47-2071.00,"Paving, Surfacing, and Tamping Equipment Operators",Cold in-place recyclers
47-2071.00,"Paving, Surfacing, and Tamping Equipment Operators",Cold planers
47-2071.00,"Paving, Surfacing, and Tamping Equipment Operators",Compactors
47-2071.00,"Paving, Surfacing, and Tamping Equipment Operators",Concrete paving machines
47-2071.00,"Paving, Surfacing, and Tamping Equipment Operators",Concrete saws
47-2071.00,"Paving, Surfacing, and Tamping Equipment Operators",Desktop computers
47-2071.00,"Paving, Surfacing, and Tamping Equipment Operators",Dump trucks
47-2071.00,"Paving, Surfacing, and Tamping Equipment Operators",Flatbed truck trailers
47-2071.00,"Paving, Surfacing, and Tamping Equipment Operators",Hot mix material transfer devices
47-2071.00,"Paving, Surfacing, and Tamping Equipment Operators",Jackhammers
47-2071.00,"Paving, Surfacing, and Tamping Equipment Operators",Laser levels
47-2071.00,"Paving, Surfacing, and Tamping Equipment Operators",Liquid asphalt storage equipment
47-2071.00,"Paving, Surfacing, and Tamping Equipment Operators",Locking pliers
47-2071.00,"Paving, Surfacing, and Tamping Equipment Operators",Manual rollers
47-2071.00,"Paving, Surfacing, and Tamping Equipment Operators",Milling machines
47-2071.00,"Paving, Surfacing, and Tamping Equipment Operators",Motor graders
47-2071.00,"Paving, Surfacing, and Tamping Equipment Operators",Nut drivers
47-2071.00,"Paving, Surfacing, and Tamping Equipment Operators",Oil distributors
47-2071.00,"Paving, Surfacing, and Tamping Equipment Operators",Pavement marking machines
47-2071.00,"Paving, Surfacing, and Tamping Equipment Operators",Paving curbing machines
47-2071.00,"Paving, Surfacing, and Tamping Equipment Operators",Paving finishing machines
47-2071.00,"Paving, Surfacing, and Tamping Equipment Operators",Personal computers
47-2071.00,"Paving, Surfacing, and Tamping Equipment Operators",Pneumatic paving breakers
47-2071.00,"Paving, Surfacing, and Tamping Equipment Operators",Pneumatic rollers
47-2071.00,"Paving, Surfacing, and Tamping Equipment Operators",Power extendable screeds
47-2071.00,"Paving, Surfacing, and Tamping Equipment Operators",Profiling equipment
47-2071.00,"Paving, Surfacing, and Tamping Equipment Operators",Respirators
47-2071.00,"Paving, Surfacing, and Tamping Equipment Operators",Road heater-planers
47-2071.00,"Paving, Surfacing, and Tamping Equipment Operators",Robotic paving machines
47-2071.00,"Paving, Surfacing, and Tamping Equipment Operators",Rolling machines
47-2071.00,"Paving, Surfacing, and Tamping Equipment Operators",Rubber-tired asphalt pavers
47-2071.00,"Paving, Surfacing, and Tamping Equipment Operators",Rubber-track asphalt pavers
47-2071.00,"Paving, Surfacing, and Tamping Equipment Operators",Self-contained breathing apparatus
47-2071.00,"Paving, Surfacing, and Tamping Equipment Operators",Self-propelled material transfer devices
47-2071.00,"Paving, Surfacing, and Tamping Equipment Operators",Skid steer loaders
47-2071.00,"Paving, Surfacing, and Tamping Equipment Operators",Slip form machines
47-2071.00,"Paving, Surfacing, and Tamping Equipment Operators",Snowplows
47-2071.00,"Paving, Surfacing, and Tamping Equipment Operators",Static rollers
47-2071.00,"Paving, Surfacing, and Tamping Equipment Operators",Straight screwdrivers
47-2071.00,"Paving, Surfacing, and Tamping Equipment Operators",Straightedges
47-2071.00,"Paving, Surfacing, and Tamping Equipment Operators",String lines
47-2071.00,"Paving, Surfacing, and Tamping Equipment Operators",Surveying tapes
47-2071.00,"Paving, Surfacing, and Tamping Equipment Operators",Tamping machines
47-2071.00,"Paving, Surfacing, and Tamping Equipment Operators",Transit levels
47-2071.00,"Paving, Surfacing, and Tamping Equipment Operators",Two way radios
47-2071.00,"Paving, Surfacing, and Tamping Equipment Operators",Vibrating concrete screeds
47-2071.00,"Paving, Surfacing, and Tamping Equipment Operators",Vibratory rollers
47-2071.00,"Paving, Surfacing, and Tamping Equipment Operators",Wheel loaders
47-2071.00,"Paving, Surfacing, and Tamping Equipment Operators",Windrow pickup machines
47-2072.00,Pile Driver Operators,Allen wrenches
47-2072.00,Pile Driver Operators,Chain slings
47-2072.00,Pile Driver Operators,Diesel hammers
47-2072.00,Pile Driver Operators,Digital ammeters
47-2072.00,Pile Driver Operators,Digital torque wrenches
47-2072.00,Pile Driver Operators,Emergency first aid equipment
47-2072.00,Pile Driver Operators,Excavator mounted pile drivers
47-2072.00,Pile Driver Operators,Extension ladders
47-2072.00,Pile Driver Operators,Filter wrenches
47-2072.00,Pile Driver Operators,Fixed leads
47-2072.00,Pile Driver Operators,Four-point harnesses
47-2072.00,Pile Driver Operators,Global positioning system GPS receivers
47-2072.00,Pile Driver Operators,Gravity drop hammers
47-2072.00,Pile Driver Operators,Ground release shackles
47-2072.00,Pile Driver Operators,Hand-operated pumps
47-2072.00,Pile Driver Operators,Hoisting equipment
47-2072.00,Pile Driver Operators,Hour meters
47-2072.00,Pile Driver Operators,Hydraulic impact hammers
47-2072.00,Pile Driver Operators,Life jackets
47-2072.00,Pile Driver Operators,Lifting sling
47-2072.00,Pile Driver Operators,Lubricant dispensing funnels
47-2072.00,Pile Driver Operators,Mobile radios
47-2072.00,Pile Driver Operators,Multipurpose fire extinguishers
47-2072.00,Pile Driver Operators,On-board computers
47-2072.00,Pile Driver Operators,Pile driving analyzers
47-2072.00,Pile Driver Operators,Pile driving equipment
47-2072.00,Pile Driver Operators,Pile extractors
47-2072.00,Pile Driver Operators,Pile threaders
47-2072.00,Pile Driver Operators,Portable air compressors
47-2072.00,Pile Driver Operators,Portable generators
47-2072.00,Pile Driver Operators,Protective ear muffs
47-2072.00,Pile Driver Operators,Quick-disconnect hose couplers
47-2072.00,Pile Driver Operators,Ratchet release shackles
47-2072.00,Pile Driver Operators,Remote control pendants
47-2072.00,Pile Driver Operators,Rope taglines
47-2072.00,Pile Driver Operators,Safety goggles
47-2072.00,Pile Driver Operators,Saximeters
47-2072.00,Pile Driver Operators,Spreader beams
47-2072.00,Pile Driver Operators,Swinging leads
47-2072.00,Pile Driver Operators,Wire ropes
47-2073.00,Operating Engineers and Other Construction Equipment Operators,15-ton truck cranes
47-2073.00,Operating Engineers and Other Construction Equipment Operators,18-ton hydraulic cranes
47-2073.00,Operating Engineers and Other Construction Equipment Operators,20-ton tractors
47-2073.00,Operating Engineers and Other Construction Equipment Operators,Adjustable wrenches
47-2073.00,Operating Engineers and Other Construction Equipment Operators,Aeroil propane kettles
47-2073.00,Operating Engineers and Other Construction Equipment Operators,Air compressors
47-2073.00,Operating Engineers and Other Construction Equipment Operators,Angle dozers
47-2073.00,Operating Engineers and Other Construction Equipment Operators,Aquatic weed harvesters
47-2073.00,Operating Engineers and Other Construction Equipment Operators,Asphalt compactors
47-2073.00,Operating Engineers and Other Construction Equipment Operators,Asphalt pavers
47-2073.00,Operating Engineers and Other Construction Equipment Operators,Asphalt spreader boxes
47-2073.00,Operating Engineers and Other Construction Equipment Operators,Axes
47-2073.00,Operating Engineers and Other Construction Equipment Operators,Backhoe attachments
47-2073.00,Operating Engineers and Other Construction Equipment Operators,Backhoes
47-2073.00,Operating Engineers and Other Construction Equipment Operators,Barrier movers
47-2073.00,Operating Engineers and Other Construction Equipment Operators,Basin machines
47-2073.00,Operating Engineers and Other Construction Equipment Operators,Belly dumpers
47-2073.00,Operating Engineers and Other Construction Equipment Operators,Belt loaders
47-2073.00,Operating Engineers and Other Construction Equipment Operators,Blade attachments
47-2073.00,Operating Engineers and Other Construction Equipment Operators,Box scrapers
47-2073.00,Operating Engineers and Other Construction Equipment Operators,Bucket attachments
47-2073.00,Operating Engineers and Other Construction Equipment Operators,Bulldozers
47-2073.00,Operating Engineers and Other Construction Equipment Operators,Cell phones
47-2073.00,Operating Engineers and Other Construction Equipment Operators,Chain saws
47-2073.00,Operating Engineers and Other Construction Equipment Operators,Chemical-resistant clothing
47-2073.00,Operating Engineers and Other Construction Equipment Operators,Cherry pickers
47-2073.00,Operating Engineers and Other Construction Equipment Operators,Chip spreaders
47-2073.00,Operating Engineers and Other Construction Equipment Operators,Churn drills
47-2073.00,Operating Engineers and Other Construction Equipment Operators,Circular saws
47-2073.00,Operating Engineers and Other Construction Equipment Operators,Concrete saws
47-2073.00,Operating Engineers and Other Construction Equipment Operators,Crawler dozers
47-2073.00,Operating Engineers and Other Construction Equipment Operators,Cultipackers
47-2073.00,Operating Engineers and Other Construction Equipment Operators,Curb pavers
47-2073.00,Operating Engineers and Other Construction Equipment Operators,Cutting torches
47-2073.00,Operating Engineers and Other Construction Equipment Operators,Demolition machines
47-2073.00,Operating Engineers and Other Construction Equipment Operators,Dempster dumpers
47-2073.00,Operating Engineers and Other Construction Equipment Operators,Derricks
47-2073.00,Operating Engineers and Other Construction Equipment Operators,Desktop computers
47-2073.00,Operating Engineers and Other Construction Equipment Operators,Ditchers
47-2073.00,Operating Engineers and Other Construction Equipment Operators,Draglines
47-2073.00,Operating Engineers and Other Construction Equipment Operators,Dredges
47-2073.00,Operating Engineers and Other Construction Equipment Operators,Drill presses
47-2073.00,Operating Engineers and Other Construction Equipment Operators,Ear plugs
47-2073.00,Operating Engineers and Other Construction Equipment Operators,End loaders
47-2073.00,Operating Engineers and Other Construction Equipment Operators,Extender conveyors
47-2073.00,Operating Engineers and Other Construction Equipment Operators,Flatbed trucks
47-2073.00,Operating Engineers and Other Construction Equipment Operators,Forklifts
47-2073.00,Operating Engineers and Other Construction Equipment Operators,Front end loaders
47-2073.00,Operating Engineers and Other Construction Equipment Operators,Gas welders
47-2073.00,Operating Engineers and Other Construction Equipment Operators,Graders
47-2073.00,Operating Engineers and Other Construction Equipment Operators,Grinders
47-2073.00,Operating Engineers and Other Construction Equipment Operators,Groovers
47-2073.00,Operating Engineers and Other Construction Equipment Operators,Gutter pavers
47-2073.00,Operating Engineers and Other Construction Equipment Operators,Hammers
47-2073.00,Operating Engineers and Other Construction Equipment Operators,Harrows
47-2073.00,Operating Engineers and Other Construction Equipment Operators,Heavy dump trucks
47-2073.00,Operating Engineers and Other Construction Equipment Operators,Heavy duty excavators
47-2073.00,Operating Engineers and Other Construction Equipment Operators,Hoists
47-2073.00,Operating Engineers and Other Construction Equipment Operators,Hydraulic boom trucks
47-2073.00,Operating Engineers and Other Construction Equipment Operators,Hydraulic cranes
47-2073.00,Operating Engineers and Other Construction Equipment Operators,Hydraulic jacks
47-2073.00,Operating Engineers and Other Construction Equipment Operators,Hydraulic telescoping boom utility trucks
47-2073.00,Operating Engineers and Other Construction Equipment Operators,Industrial scrapers
47-2073.00,Operating Engineers and Other Construction Equipment Operators,Jackhammers
47-2073.00,Operating Engineers and Other Construction Equipment Operators,Land drilling rigs
47-2073.00,Operating Engineers and Other Construction Equipment Operators,Laydown machines
47-2073.00,Operating Engineers and Other Construction Equipment Operators,Levels
47-2073.00,Operating Engineers and Other Construction Equipment Operators,Mainline paint stripers
47-2073.00,Operating Engineers and Other Construction Equipment Operators,Manlifts
47-2073.00,Operating Engineers and Other Construction Equipment Operators,Measuring wheels
47-2073.00,Operating Engineers and Other Construction Equipment Operators,Mechanical sweepers
47-2073.00,Operating Engineers and Other Construction Equipment Operators,Milling machines
47-2073.00,Operating Engineers and Other Construction Equipment Operators,Mini excavators
47-2073.00,Operating Engineers and Other Construction Equipment Operators,Monorails
47-2073.00,Operating Engineers and Other Construction Equipment Operators,Motor graders
47-2073.00,Operating Engineers and Other Construction Equipment Operators,Mowers
47-2073.00,Operating Engineers and Other Construction Equipment Operators,Multipurpose vacuum catch basin cleaners
47-2073.00,Operating Engineers and Other Construction Equipment Operators,Oiling equipment
47-2073.00,Operating Engineers and Other Construction Equipment Operators,Pavement breakers
47-2073.00,Operating Engineers and Other Construction Equipment Operators,Personal computers
47-2073.00,Operating Engineers and Other Construction Equipment Operators,Picks
47-2073.00,Operating Engineers and Other Construction Equipment Operators,Pickup trucks
47-2073.00,Operating Engineers and Other Construction Equipment Operators,Pipe threaders
47-2073.00,Operating Engineers and Other Construction Equipment Operators,Post hole diggers
47-2073.00,Operating Engineers and Other Construction Equipment Operators,Power drills
47-2073.00,Operating Engineers and Other Construction Equipment Operators,Power sanders
47-2073.00,Operating Engineers and Other Construction Equipment Operators,Power saws
47-2073.00,Operating Engineers and Other Construction Equipment Operators,Respirators
47-2073.00,Operating Engineers and Other Construction Equipment Operators,Road finishing machines
47-2073.00,Operating Engineers and Other Construction Equipment Operators,Road watering equipment
47-2073.00,Operating Engineers and Other Construction Equipment Operators,Robotic concrete busters
47-2073.00,Operating Engineers and Other Construction Equipment Operators,Robotic machines
47-2073.00,Operating Engineers and Other Construction Equipment Operators,Rollers
47-2073.00,Operating Engineers and Other Construction Equipment Operators,Ross carriers
47-2073.00,Operating Engineers and Other Construction Equipment Operators,Roustabout cranes
47-2073.00,Operating Engineers and Other Construction Equipment Operators,Rubber-tired excavators
47-2073.00,Operating Engineers and Other Construction Equipment Operators,Rulers
47-2073.00,Operating Engineers and Other Construction Equipment Operators,Runway deicers
47-2073.00,Operating Engineers and Other Construction Equipment Operators,Safety boots
47-2073.00,Operating Engineers and Other Construction Equipment Operators,Safety glasses
47-2073.00,Operating Engineers and Other Construction Equipment Operators,Safety gloves
47-2073.00,Operating Engineers and Other Construction Equipment Operators,Saws
47-2073.00,Operating Engineers and Other Construction Equipment Operators,Scoopmobiles
47-2073.00,Operating Engineers and Other Construction Equipment Operators,Scrapers
47-2073.00,Operating Engineers and Other Construction Equipment Operators,Screwdrivers
47-2073.00,Operating Engineers and Other Construction Equipment Operators,Seeders
47-2073.00,Operating Engineers and Other Construction Equipment Operators,Sewer rodding machines
47-2073.00,Operating Engineers and Other Construction Equipment Operators,Shielded arc welding tools
47-2073.00,Operating Engineers and Other Construction Equipment Operators,Shot blasters
47-2073.00,Operating Engineers and Other Construction Equipment Operators,Shovels
47-2073.00,Operating Engineers and Other Construction Equipment Operators,Silent hoists
47-2073.00,Operating Engineers and Other Construction Equipment Operators,Single axle dump trucks
47-2073.00,Operating Engineers and Other Construction Equipment Operators,Skid steer loaders
47-2073.00,Operating Engineers and Other Construction Equipment Operators,Skid steer machines
47-2073.00,Operating Engineers and Other Construction Equipment Operators,Skip loaders
47-2073.00,Operating Engineers and Other Construction Equipment Operators,Snow blowers
47-2073.00,Operating Engineers and Other Construction Equipment Operators,Snowplows
47-2073.00,Operating Engineers and Other Construction Equipment Operators,Sweepers
47-2073.00,Operating Engineers and Other Construction Equipment Operators,Tampers
47-2073.00,Operating Engineers and Other Construction Equipment Operators,Tandem axle dump trucks
47-2073.00,Operating Engineers and Other Construction Equipment Operators,Tankers
47-2073.00,Operating Engineers and Other Construction Equipment Operators,Tape measures
47-2073.00,Operating Engineers and Other Construction Equipment Operators,Telescopic forklifts
47-2073.00,Operating Engineers and Other Construction Equipment Operators,Tilt graders
47-2073.00,Operating Engineers and Other Construction Equipment Operators,Tracked hydraulic excavators
47-2073.00,Operating Engineers and Other Construction Equipment Operators,Tracked loaders
47-2073.00,Operating Engineers and Other Construction Equipment Operators,Tractors
47-2073.00,Operating Engineers and Other Construction Equipment Operators,Travel lifts
47-2073.00,Operating Engineers and Other Construction Equipment Operators,Treecutters
47-2073.00,Operating Engineers and Other Construction Equipment Operators,Trenchers
47-2073.00,Operating Engineers and Other Construction Equipment Operators,Truck cranes
47-2073.00,Operating Engineers and Other Construction Equipment Operators,Truck trailers
47-2073.00,Operating Engineers and Other Construction Equipment Operators,Truck-mounted generators
47-2073.00,Operating Engineers and Other Construction Equipment Operators,Tugger hoists
47-2073.00,Operating Engineers and Other Construction Equipment Operators,Turf quakers
47-2073.00,Operating Engineers and Other Construction Equipment Operators,Turn-a-pulls
47-2073.00,Operating Engineers and Other Construction Equipment Operators,Two way radios
47-2073.00,Operating Engineers and Other Construction Equipment Operators,Two-man augers
47-2073.00,Operating Engineers and Other Construction Equipment Operators,Utility locators
47-2073.00,Operating Engineers and Other Construction Equipment Operators,Vacuum pumps
47-2073.00,Operating Engineers and Other Construction Equipment Operators,Vertical drills
47-2073.00,Operating Engineers and Other Construction Equipment Operators,Verticutters
47-2073.00,Operating Engineers and Other Construction Equipment Operators,Vibratory compactors
47-2073.00,Operating Engineers and Other Construction Equipment Operators,Water pumps
47-2073.00,Operating Engineers and Other Construction Equipment Operators,Weedeaters
47-2073.00,Operating Engineers and Other Construction Equipment Operators,Wheel loaders
47-2073.00,Operating Engineers and Other Construction Equipment Operators,Winches
47-2081.00,Drywall and Ceiling Tile Installers,Adhesive guns
47-2081.00,Drywall and Ceiling Tile Installers,Air compressors
47-2081.00,Drywall and Ceiling Tile Installers,Automatic taping tools
47-2081.00,Drywall and Ceiling Tile Installers,Box beam levels
47-2081.00,Drywall and Ceiling Tile Installers,Bullnose trowels
47-2081.00,Drywall and Ceiling Tile Installers,Caulking guns
47-2081.00,Drywall and Ceiling Tile Installers,Chalk lines
